problem_name,count
What major geographic change resulted from the breakup of Pangea?,21
What makes sexual reproduction challenging in certain environments?,21
What substance in saliva begins the digestion of carbohydrates?,21
What type of mountains are typically formed at convergent continental to continental plate boundaries?,21
What types of tectonic plates are there?,21
What zones are found where an oceanic plate moves under a continental plate?,21
Where on the periodic table are metals primarily found?,21
Which formula represents how to calculate distance?,21
Which major tectonic plate is encompassed by the Southern Ocean?,21
Which muscles function without conscious control?,21
Which muscles strengthen with exercise?,21
Which of the following is a common feature of chemical changes?,21
Which of the following is true about aluminum and polonium?,21
Which property describes a material's ability to be hammered into thin sheets without breaking?,21
Which statement is true about the process of asexual reproduction?,21
Which theory explains Pangea's breakup?,21
"Which units of measurement are used in the metric system for calculating the density of solids and liquids, respectively?",21
Why are tectonic plates constantly moving?,21
Why is asexual reproduction advantageous in certain environments?,21
"_____ joints, like those in the skull, do not allow the bones to move.",21
A color change in a mixture often indicates a _____ has occurred.,20
A material's ability to be shaped or bent without breaking is called malleability.,20
A new smell or taste from a substance after a reaction indicates a chemical change.,20
A roller coaster's kinetic energy is at its peak at the bottom of its track.,20
"As a roller coaster ascends, its potential energy decreases and kinetic energy increases.",20
Asexual reproduction involves the fusion of gametes.,20
"Bones serve as storage for minerals like calcium and phosphorus, vital for body functions.",20
Chemical digestion primarily breaks down food into simpler nutrients in the _____ and small intestine.,20
Convergent continental to continental plate boundaries typically do not produce _____ activity.,20
Deep ocean trenches result from the interaction at convergent continental to oceanic plate boundaries.,20
Does light energy require a medium to travel?,20
Ductility refers to a material's ability to be hammered into thin sheets without breaking.,20
Energy is _____ throughout a roller coaster ride.,20
Explain how the distance changes when speed is increased and time is kept constant.,20
Genetic variation in asexual reproduction can occur through rare genetic _____.,20
Genetic variation is impossible in asexual reproduction.,20
How are molecules formed?,20
How are mountain ranges like the Himalayas formed at convergent plate boundaries?,20
How can the atomic mass of an element be identified from the periodic table?,20
How do offspring produced through sexual reproduction compare genetically?,20
How do the skeletal and muscular systems work together?,20
How does hair help the human body?,20
How does using oil affect global warming?,20
"If you know the speed and time, how can you calculate the distance?",20
"In a distance vs. time graph, _____ is the independent variable.",20
"In a neutral atom, how does the number of electrons compare to the number of protons?",20
In which layer of the skin are hair follicles located?,20
Increasing the time traveled with constant speed will result in a greater distance covered.,20
Insulation is primarily a function of the digestive system.,20
Island arcs and trenches are not formed at convergent oceanic to oceanic plate boundaries.,20
"Keratin is a protein that strengthens _____, skin, and nails.",20
Melting ice is an example of a physical change.,20
Most earthquakes are found away from tectonic plate boundaries.,20
Mountain ranges at convergent continental to continental plate boundaries are formed through volcanic activity.,20
Neutrons have a lower mass than electrons.,20
Oxygen levels in the blood are the primary trigger for the urge to breathe.,20
